Hash,Paths,NS,ND,NF,Entropy,FIX
35e40627afb0675c23816b040baca7541387c269,[email_in.pl],1,1,1,0.0,1,0
a774928282e06d0b306b8ddb35c02fe752515d87,[Bugzilla/Install/Filesystem.pm],1,1,1,0.0,1,0
5632e19c5681ffe14074c2bdfa90c4f639c96a67,[email_in.pl],1,1,1,0.0,1,0
a0ff879d4f771a39e4c25485c1dc6b83be484244,[Bugzilla/Bug.pm],1,1,1,0.0,1,0
6d7d31d0eeec2b1a03a34fee709c7efabd4faab8,[template/en/default/pages/release-notes.html.tmpl],1,1,1,0.0,1,0
4ac4726078e1c6464cbf564300eb36a2818d115d,[email_in.pl],1,1,1,0.0,1,0
ecaf3819ef8907f91134d61453f4e31e630c3c30,"[show_bug.cgi, template/en/default/bug/show-multiple.html.tmpl, template/en/default/filterexceptions.pl]",2,3,3,1.224394445405986,1,0
c94d4a0566ebddbd8d1ff21e44daee8e637feda3,[Bugzilla/Update.pm],1,1,1,0.0,1,0
f0fc5292829d1e116314f10494b3500a82eb1850,[template/en/default/pages/release-notes.html.tmpl],1,1,1,0.0,1,0
82fc6ac8956c0f92d63646c324f5d98205cbdecf,"[show_bug.cgi, template/en/default/bug/show-multiple.html.tmpl, template/en/default/filterexceptions.pl]",2,3,3,1.5219280948873624,1,0
67a2db233c8c3d2f6d21e43ef073815f8f0ded8d,[template/en/default/pages/release-notes.html.tmpl],1,1,1,0.0,1,0
04304ffd4c4efb51d47cf7b3faa56ac91581e3f7,[Bugzilla/Constants.pm],1,1,1,0.0,0,0
fd87911bb05e072c61628bd313579d06e95f2525,[email_in.pl],1,1,1,0.0,1,0
3f3a48cc41780ae3db3de3d1ee25521bb4dddb6f,"[template/en/default/bug/show-multiple.html.tmpl, template/en/default/filterexceptions.pl]",1,2,2,0.7219280948873623,1,0
7d96058fe14979b6c04d9f0236c5b210a8cb6235,[template/en/default/pages/release-notes.html.tmpl],1,1,1,0.0,1,0
795028a2019b99961bc76c8441e731d2dae0c402,[Bugzilla/Constants.pm],1,1,1,0.0,0,0
dfd2994eb1df8e398072ac78cfe4fbac328fbec7,[Bugzilla/Config.pm],1,1,1,0.0,0,0
564065d5fc358f87c3c2e4d71eab5acb25a53749,"[Bugzilla/DB/Schema.pm, Bugzilla/Install/DB.pm]",1,2,2,0.5916727785823274,1,0
f712e629242fb6590a25ae8958a192e76f6669f4,"[template/en/default/bug/show-multiple.html.tmpl, template/en/default/filterexceptions.pl]",1,2,2,0.7219280948873623,1,0
8a146f20d788b9bb370aa4b913cfa3773a847a00,[Bugzilla/Config.pm],1,1,1,0.0,0,0
cce244f6b578309c6b428078d3a9947bfccc6638,[template/en/default/config.rdf.tmpl],1,1,1,0.0,1,0
aaa39aa936f249242e10ccb27fd6229e22e73b18,[Bugzilla/Config.pm],1,1,1,0.0,0,0
c5e75930e8105bca7ce019709893b7d66ede6fdb,"[Bugzilla/Constants.pm, docs/en/xml/Bugzilla-Guide.xml]",2,2,2,0.9182958340544894,0,0
b65f7dd963ba5978315885d3b0766f86edacd492,[t/008filter.t],1,1,1,0.0,1,0
82361875f25e4fba6326ef73bdcecc80b846d79e,[Bugzilla/Constants.pm],1,1,1,0.0,0,0
5ff69349e2abc5290fa805ae05297d581239f6ba,[Bugzilla/DB/Schema/Oracle.pm],1,1,1,0.0,1,0
e5b447897cab379b0016b2baf61f51a5fbe35b6a,[Bugzilla/Config.pm],1,1,1,0.0,0,0
ec4f69d3cc66a2ab09f889840b133c197210cfc7,"[Bugzilla/Search/Saved.pm, buglist.cgi]",2,2,2,0.954434002924965,1,0
3acf92064e17b76f37a3ada133b257bc3febc2ac,"[Bugzilla/Hook.pm, xmlrpc.cgi]",2,2,2,0.600608575413187,1,0
03ee2cb6ced142b7663d6fc28512bbc8ac3c2b29,[Bugzilla/DB/Schema/Oracle.pm],1,1,1,0.0,1,0
183719adf844b5497699c60625c6268e1640d9de,"[Bugzilla/Config.pm, editparams.cgi, extensions/example/code/config.pl, extensions/example/lib/ConfigExample.pm, extensions/example/template/en/default/admin/params/example.html.tmpl]",3,5,5,2.207561479625126,1,0
1d34c237764ec4374315b3b619b7b93b21153f73,[Bugzilla/Template/Plugin/Hook.pm],1,1,1,0.0,1,0
681cd7831ae57a1f359601c3ff2533204d385a2d,[template/en/default/global/user-error.html.tmpl],1,1,1,0.0,1,0
a60171ca78b4b601b72274f2132816ea247ca55d,[Bugzilla/Flag.pm],1,1,1,0.0,1,0
28aebb4c3b82abe10b952e86185c5d31fe809e74,"[request.cgi, template/en/default/request/queue.html.tmpl]",2,2,2,0.9043814577244939,1,0
c9406294e5e843aa311db65a49e1d8def6356c13,"[Bugzilla/Search/Saved.pm, buglist.cgi]",2,2,2,0.954434002924965,1,0
dc57a4117a58ce2c6ef58c5ea37d6ebc6ebc9fd5,[email_in.pl],1,1,1,0.0,1,0
6d44fe8ec23aa8136347f6510606ac2a1eb12d6f,[docs/en/xml/administration.xml],1,1,1,0.0,1,0
8439883bee6bd904e8706e640f0accf09c1ac455,[template/en/default/bug/create/created.html.tmpl],1,1,1,0.0,1,0
78ab4257b5b3c8a774f9d8af701c1d89f493f518,[template/en/default/bug/edit.html.tmpl],1,1,1,0.0,1,0
fbb30d2c53cbbd71c80d58b30d2ec77f3c14d403,"[Bugzilla/Hook.pm, Bugzilla/WebService/Bugzilla.pm, contrib/bz_webservice_demo.pl, extensions/example/info.pl]",3,4,4,1.8716729172071167,1,0
2ee97093788e64e307f738ba439ea4b52d7bc15f,[template/en/default/flag/list.html.tmpl],1,1,1,0.0,1,0
fb06f3211c59cef476f4dfa6b1512352aabf9750,[email_in.pl],1,1,1,0.0,1,0
6fefb57dd132357e79316bfdddb4983ce8f70220,[template/en/default/bug/edit.html.tmpl],1,1,1,0.0,1,0
199feb47eee0d0bba43df3f012415ad24796a648,[js/field.js],1,1,1,0.0,1,0
764ae43ee342f020fa3772c7f43428979a54a0ed,[Bugzilla/DB/Schema.pm],1,1,1,0.0,1,0
6fa2ed1aec2e4b054460fbfbd868b4311f2e105d,[template/en/default/flag/list.html.tmpl],1,1,1,0.0,1,0
6df961a57b388986fd2049013a44144126a41db2,"[Bugzilla/Constants.pm, docs/en/xml/Bugzilla-Guide.xml]",2,2,2,0.8112781244591328,0,0
074f7b588974ced7368f2783adc1d7437d54ba77,"[editusers.cgi, template/en/default/account/profile-activity.html.tmpl, template/en/default/global/field-descs.none.tmpl]",2,3,3,1.4591479170272446,1,0
d636ffc11dcfb6106aafc08481f0db548874e5bc,[template/en/default/admin/params/ldap.html.tmpl],1,1,1,0.0,1,0
2c38454a9122597fc15f08943a2feafa91a9355c,"[Bugzilla/Error.pm, Bugzilla/Hook.pm, extensions/example/code/webservice-error_codes.pl, extensions/example/lib/WSExample.pm, extensions/example/template/en/global/user-error-errors.html.tmpl]",2,4,5,2.0738793104151854,1,0
5fcefed7417cd3580fc0779afb2793fac257d94b,"[Bugzilla/Install/Filesystem.pm, collectstats.pl, docs/en/xml/security.xml, duplicates.cgi, template/en/default/filterexceptions.pl]",4,4,5,1.8224341394950772,1,0
993a1c53229e174d4c2bd1d67acef6363c12db50,"[template/en/default/filterexceptions.pl, template/en/default/search/boolean-charts.html.tmpl]",1,2,2,0.954434002924965,1,0
127d5b9bf51a08dbaacd0e0e4a095f1358691c47,],0,0,0,0.0,1,0
5aba1b12a34c1fde3a99b3db781dbae3f0d1259f,[Bugzilla/Template/Plugin/Hook.pm],1,1,1,0.0,1,0
f459e6ee4f666282fb90576318b71976fcf7eaa2,"[Bugzilla/Constants.pm, Bugzilla/DB/Schema.pm, Bugzilla/Install/Filesystem.pm, collectstats.pl, docs/en/xml/Bugzilla-Guide.xml, docs/en/xml/security.xml, duplicates.cgi]",3,5,7,1.9907631744930383,1,0
e38f89d8e4c2ad3cd119f8eb33e6b0dedb9c025f,"[template/en/default/filterexceptions.pl, template/en/default/search/boolean-charts.html.tmpl]",1,2,2,0.9182958340544894,1,0
d76637cc4dc8185ee3b666b94092a3bf477e070a,[Bugzilla/Template/Plugin/Hook.pm],1,1,1,0.0,1,0
df984f955831e7eb845f2afdf6c37b43b5b10619,[template/en/default/admin/params/ldap.html.tmpl],1,1,1,0.0,1,0
8744bbb6751ef344c6f079494a8757fa4f8132ef,[template/en/default/flag/list.html.tmpl],1,1,1,0.0,1,0
e0db56e755e94e07677faa3729a4affe38a3ce18,"[Bugzilla/Error.pm, Bugzilla/Hook.pm, extensions/example/code/webservice-error_codes.pl, extensions/example/lib/WSExample.pm, extensions/example/template/en/global/user-error-errors.html.tmpl]",2,4,5,2.0738793104151854,1,0
33e2f4f610bf2ae0b1936dee85186052f3ead9e4,"[Bugzilla/WebService/Constants.pm, Bugzilla/WebService/User.pm, template/en/default/global/user-error.html.tmpl]",2,2,3,0.38395456535296746,1,0
2544d68752b01fc59dcf4ea23b0e5ebc3cd9e1a4,[template/en/default/bug/edit.html.tmpl],1,1,1,0.0,1,0
8e545c066f2673fdb4b71d42dad9cce82c0bace1,[template/en/default/global/field-descs.none.tmpl],1,1,1,0.0,1,0
003be1edfb45d02fe3ef7512875850a94199af19,[template/en/default/bug/show.xml.tmpl],1,1,1,0.0,1,0
e18758991c68665eec904f3b1395f6a18a1684fe,[template/en/default/list/edit-multiple.html.tmpl],1,1,1,0.0,1,0
08fe00cce9b18316cfe8cc6524fd8fdbe84c5cab,[template/en/default/bug/edit.html.tmpl],1,1,1,0.0,1,0
1141b349a505a9e369e51ed59a0e4c7ed7139333,[template/en/default/global/field-descs.none.tmpl],1,1,1,0.0,1,0
eb8d6b3180ea8874a14fbc586bdeb9ec4dd9dafe,[template/en/default/bug/show.xml.tmpl],1,1,1,0.0,1,0
5194b157cae0460798efb6d8b4ead3074ad15e56,[template/en/default/list/edit-multiple.html.tmpl],1,1,1,0.0,1,0
b221a13ac23eab14280fbae52b4e0220527ef0d5,[template/en/default/bug/show-multiple.html.tmpl],1,1,1,0.0,1,0
e40ada61703c1959e2f8291ff1a27178db409832,[importxml.pl],1,1,1,0.0,1,0
27effd99d37c47da4f1462c63cae3d8548624ca2,"[Bugzilla/Bug.pm, sanitycheck.cgi]",2,2,2,1.0,1,0
82734c04ad5d487818a1b466c0bc795819980e11,[template/en/default/bug/show.xml.tmpl],1,1,1,0.0,1,0
bcccebd1cd7cb6229e3b852f3780ffe7b5430b5e,[template/en/default/bug/show-multiple.html.tmpl],1,1,1,0.0,1,0
4b75ff1009b3741777042dab5329f3ed63b89d8d,[importxml.pl],1,1,1,0.0,1,0
d0241602093c78d322bf1d824851196b41dacf45,"[Bugzilla/Bug.pm, sanitycheck.cgi]",2,2,2,1.0,1,0
87cdd1c7afb9c11e2d2fdc246f79c3a0e42de0e8,[template/en/default/list/edit-multiple.html.tmpl],1,1,1,0.0,1,0
2748ecdd10352e9ac355736fa661c9b27a610645,[Bugzilla/Install/Filesystem.pm],1,1,1,0.0,1,0
1a612f5e8e93aad68933504051063800b985d398,"[sanitycheck.cgi, template/en/default/admin/sanitycheck/messages.html.tmpl]",2,2,2,0.9402859586706309,1,0
eb58cbf4e63f4cbcbbec5e650afc822a8ae3c250,[importxml.pl],1,1,1,0.0,1,0
467e7a755265bf997099f00c8ec5773eb26819ff,[Bugzilla/WebService/Product.pm],1,1,1,0.0,1,0
455ded99d203e361ded4fb56f0962cecab6b7dc0,[Bugzilla/Install/Filesystem.pm],1,1,1,0.0,1,0
6bd27fd540ac861fd8bc8a6d91e3ee69b5c922ea,"[sanitycheck.cgi, template/en/default/admin/sanitycheck/messages.html.tmpl]",2,2,2,0.9402859586706309,1,0
1ad55bf5f14320795f3dae361b7bb0654c2c60d9,"[sanitycheck.cgi, template/en/default/admin/sanitycheck/messages.html.tmpl]",2,2,2,0.8271595195340525,1,0
87b0a5d1816884071f4b8aa415147f471378935f,[Bugzilla/WebService/Product.pm],1,1,1,0.0,1,0
4014594182ac5e144319dd424322234068176848,[template/en/default/admin/sanitycheck/messages.html.tmpl],1,1,1,0.0,1,0
af989b6fe2d11fe1d51de230f0ff8e4f88930795,[Bugzilla/Install/Filesystem.pm],1,1,1,0.0,1,0
c34003dcdd1cc0705c5464164f7d4dfd52d6d3d6,"[Bugzilla/DB.pm, Bugzilla/DB/Mysql.pm, Bugzilla/DB/Oracle.pm, Bugzilla/DB/Pg.pm, template/en/default/global/user-error.html.tmpl]",2,3,5,2.2969021058799637,1,0
f575fab32dc8679c3fa69bf38b7017049285b42c,[Bugzilla/WebService/Constants.pm],1,1,1,0.0,1,0
120fd9858589152d99050bdaba622d0bac60e84c,"[Bugzilla/WebService/User.pm, Bugzilla/WebService/Util.pm]",1,1,2,0.9182958340544894,1,0
7634b5f6cd563471fdeb9c9cb7ae101289a1b0de,[importxml.pl],1,1,1,0.0,1,0
abdea9ab1f39fe4049c9e05f40f03e832db4c391,"[sanitycheck.cgi, template/en/default/admin/sanitycheck/messages.html.tmpl]",2,2,2,0.8271595195340525,1,0
8d704b638612611a156dcfb4cc7367f0ad9659f6,[Bugzilla/WebService/Constants.pm],1,1,1,0.0,1,0
6fed6bcbf8e8a7234bfdd45441bfec22c7de3430,"[Bugzilla/WebService/Constants.pm, Bugzilla/WebService/User.pm, template/en/default/global/user-error.html.tmpl]",2,2,3,0.8012543960659145,1,0
3e69388e3e1c51053b3159a8760dd2917793212e,[Bugzilla/Install/Requirements.pm],1,1,1,0.0,1,0
4d9a13264e6ea5e6ba0fb6bcac93b7633814bed9,[Bugzilla/DB/Oracle.pm],1,1,1,0.0,1,0
d0a951b69cc01ed576e3ce78cd9d3da7595dad52,[contrib/bzdbcopy.pl],1,1,1,0.0,1,0
50be238662cdeb47f0b74c060c4c336822844bdb,[Bugzilla/WebService/Bug.pm],1,1,1,0.0,1,0
4a0e946fb30212c232c6651a47e057d6cc602a1d,"[Bugzilla/Bug.pm, Bugzilla/WebService/Bug.pm]",1,2,2,1.0,1,0
05f7de70195edff91548dfc0c166b396e2fe7dd2,[contrib/bzdbcopy.pl],1,1,1,0.0,1,0
7966784cd38a2677c31f9fc5497e1250a34a5adf,[mod_perl.pl],1,1,1,0.0,1,0
56ccd58774980ac41436242ac1a5ed223f8868aa,[contrib/syncLDAP.pl],1,1,1,0.0,1,0
1e23dbd1f17b46538aab66ee8d460f04e867da1b,[contrib/bzdbcopy.pl],1,1,1,0.0,1,0
6de90de1f2db0766633cc188bfe800b6980f4925,[Bugzilla/Install/Requirements.pm],1,1,1,0.0,1,0
af6c344bf9525bd93d214d6706e2234ccc3ee6be,[contrib/syncLDAP.pl],1,1,1,0.0,1,0
d7f29d0fa0f3914e17082383a91194d6569c12d8,"[attachment.cgi, template/en/default/attachment/cancel-create-dupe.html.tmpl, template/en/default/attachment/create.html.tmpl]",2,2,3,1.0511995241797545,1,0
3defd9c08f4d352c53723828665f999d25613076,[Bugzilla/DB/Schema.pm],1,1,1,0.0,1,0
b205ed978c6b86f3c2de988dcb2ac86f19173600,[contrib/syncLDAP.pl],1,1,1,0.0,1,0
52dedeefb7a76169a4bddc8167a41e87917b0bba,[Bugzilla/Install/Requirements.pm],1,1,1,0.0,1,0
b8f0c041640c48d0e0e88eb02da6f9cf1bc0aaf3,"[attachment.cgi, template/en/default/attachment/cancel-create-dupe.html.tmpl, template/en/default/attachment/create.html.tmpl]",2,2,3,1.0511995241797545,1,0
e370d1f52f927045250295c9b0b327145112f0c7,[collectstats.pl],1,1,1,0.0,1,0
8a185b6122f51e21c38f4e206b92d66c35ce2a78,"[Bugzilla/Hook.pm, buglist.cgi]",2,2,2,0.3227569588973982,1,0
62788f041f6df7178e19f11731d1b37245d263bb,[Bugzilla/DB/Schema.pm],1,1,1,0.0,1,0
66146a6e56c9a23cad32a6cbf897018372c07e80,"[Bugzilla/DB.pm, Bugzilla/DB/Schema.pm, Bugzilla/Install/DB.pm]",1,3,3,1.1172786489038957,1,0
474f43a90af1d19f6323b8fe8bccd0fa9dbbc1d9,[collectstats.pl],1,1,1,0.0,1,0
75e92404700746d6fb0a05e6ee098fe88efc7530,"[Bugzilla/Bug.pm, process_bug.cgi]",2,2,2,0.976020648236615,1,0
f1bf7e46c29de0d40274e66b422a2e71bdcaf1bc,"[Bugzilla/DB.pm, Bugzilla/DB/Mysql.pm, Bugzilla/Search.pm]",1,2,3,1.4943497041442486,1,0
ba0b55cebea4cf2dd2085547e38e8f540f10c03b,[Bugzilla/Attachment/PatchReader.pm],1,1,1,0.0,1,0
d97a8e06d0430028f411e15b603b34b717934535,"[Bugzilla/Hook.pm, buglist.cgi, extensions/example/code/buglist-columns.pl]",3,3,3,1.1700333844140451,1,0
9ed763d945ffe2a468871d4731f3bd001caab21c,[Bugzilla/DB/Oracle.pm],1,1,1,0.0,1,0
a6f41ad1a4ff69fd050ba4a3e9e7c3fa8033de51,"[skins/standard/show_bug.css, template/en/default/bug/edit.html.tmpl]",2,2,2,0.3424637724817959,1,0
6c21ba664821c442fedeffd4867fa6b26e6d9666,[Bugzilla/Attachment/PatchReader.pm],1,1,1,0.0,1,0
9f55387cbe8cd95f1628f02c04f68ee88a9cb080,"[Bugzilla/Hook.pm, buglist.cgi, extensions/example/code/buglist-columns.pl]",3,3,3,1.1700333844140451,1,0
43fd493e859de94695624047adb71b06e0bd9917,[Bugzilla/DB/Oracle.pm],1,1,1,0.0,1,0
10ecf594a66f96c6c50b41f1dc626c51a319fa44,"[skins/standard/show_bug.css, template/en/default/bug/edit.html.tmpl]",2,2,2,0.3424637724817959,1,0
0a566f92417aa741828413b00585f48f72b5c639,"[Bugzilla/DB.pm, Bugzilla/DB/Mysql.pm, Bugzilla/Search.pm]",1,2,3,1.4943497041442486,1,0
c1ca86053ed276aa05eac8468cea61785629ac5e,"[Bugzilla/Bug.pm, Bugzilla/WebService/Bug.pm, attachment.cgi, buglist.cgi, email_in.pl, enter_bug.cgi, process_bug.cgi, show_activity.cgi, show_bug.cgi, showdependencygraph.cgi, showdependencytree.cgi, summarize_time.cgi, votes.cgi]",2,3,13,3.3974491198290924,1,0
01ac3a358795ee167fbe188a80eb7e07f6c32d98,"[Bugzilla/Bug.pm, sanitycheck.cgi]",2,2,2,0.9182958340544894,1,0
7b6d4bdc2c4c9368479150bb333659b00cece1d5,"[Bugzilla/DB/Oracle.pm, Bugzilla/Search.pm]",1,2,2,0.8112781244591328,1,0
b86a9d09a129d63f96572b285839584ce402d5ce,[Bugzilla/User.pm],1,1,1,0.0,1,0
1b9230f208fc5c50699effb682174a01381f09d8,[Bugzilla/Constants.pm],1,1,1,0.0,1,0
b446f4e4e5db1300c8ee9edea900c8e3456e8d1f,"[editworkflow.cgi, template/en/default/admin/workflow/edit.html.tmpl]",2,2,2,1.0,1,0
ab34571e4811032c6756e4f3284f460e316593a7,"[Bugzilla/DB/Oracle.pm, Bugzilla/Search.pm]",1,2,2,0.8112781244591328,1,0
d01126162b7ce20025e0eadad34115fbd4080fda,[Bugzilla/DB/Oracle.pm],1,1,1,0.0,1,0
6ebbe174496b4f39a0737ec5febbaf78422e0856,[Bugzilla/DB/Oracle.pm],1,1,1,0.0,1,0
a6624c2ef911057a4c13391db23b917c13e99b57,"[editworkflow.cgi, template/en/default/admin/workflow/edit.html.tmpl]",2,2,2,1.0,1,0
6cf3c88ecb5077a9c6f3941fbae139f3e6937430,"[Bugzilla/WebService.pm, Bugzilla/WebService/Bug.pm, Bugzilla/WebService/Bugzilla.pm, Bugzilla/WebService/Product.pm, Bugzilla/WebService/User.pm]",1,2,5,2.0516534189901496,1,0
bedef3dd3e3e15de6ec4417899c867bd6cae2235,[Bugzilla/DB/Oracle.pm],1,1,1,0.0,1,0
6145a851e5c05d152652ce6a1bd5a1808826fa05,[Bugzilla/DB/Oracle.pm],1,1,1,0.0,1,0
a3356178011e62512acdf04ad07dca5505942644,[Bugzilla/User.pm],1,1,1,0.0,1,0
42019e83f7bd6c93e889eeb04c059fbee7f562d4,[Bugzilla/Constants.pm],1,1,1,0.0,1,0
f1f87e08fc375fd3195b1defa15e971b0b39a141,"[Bugzilla/DB.pm, template/en/default/global/messages.html.tmpl]",2,2,2,0.7668379316856329,1,0
928c576a4d28a59e6e69a572257fed4f7f913cb2,[Bugzilla/User.pm],1,1,1,0.0,1,0
3432af0569ddecd5f76bf4bcf29a0c45f6a19f0d,[Bugzilla/User.pm],1,1,1,0.0,1,0
de797ea8e23e0a4cdf797386b7eb374933e64bc4,[contrib/syncLDAP.pl],1,1,1,0.0,1,0
a7e7ed0f3a1d29800187a216b0363e0276d2f4ec,"[Bugzilla/Auth/Login/CGI.pm, Bugzilla/CGI.pm, Bugzilla/Util.pm, Bugzilla/WebService.pm, index.cgi, token.cgi, xmlrpc.cgi]",2,3,7,2.519041491487412,1,0
d5a67a2bbeebff59e9d0d995b9932fd90a74366f,[Bugzilla/Bug.pm],1,1,1,0.0,1,0
0b699b7ba2f8514728029965149bacc3a54bb9e3,[contrib/syncLDAP.pl],1,1,1,0.0,1,0
c44aecc4d38732a8e18bf090a60b1d0b3ed99a3f,[email_in.pl],1,1,1,0.0,1,0
f99c2ab180fe51c093478d4fd36cce85e127215b,[Bugzilla/Bug.pm],1,1,1,0.0,1,0
f1b362dfa9c1e0a8c5c89d669801604cb3278dfb,[template/en/default/bug/create/create-guided.html.tmpl],1,1,1,0.0,1,0
19cb881523a402a9c5feea49d84f991e7d2dc76c,[buglist.cgi],1,1,1,0.0,1,0
c71b9d012970dd5e887076bf18df7c40bdc2976c,[docs/en/xml/Bugzilla-Guide.xml],1,1,1,0.0,1,0
4aa7e2638ea9b15accbf848a80197afef413281e,[email_in.pl],1,1,1,0.0,1,0
6b5d9de6fa487b4554f74849a82e4d21e9881fdc,[contrib/syncLDAP.pl],1,1,1,0.0,1,0
5531e2c22d40aa21e4ff170544a289d21c59ffcd,"[Bugzilla/Auth/Login/CGI.pm, Bugzilla/CGI.pm, Bugzilla/Util.pm, Bugzilla/WebService.pm, index.cgi, token.cgi, xmlrpc.cgi]",2,3,7,2.519041491487412,1,0
1929d7a070ce311b7c0534eb1752d410d5e7d20b,[Bugzilla/WebService/User.pm],1,1,1,0.0,1,0
9910e953a1510e64bb4850fadeff8059f789c988,[email_in.pl],1,1,1,0.0,1,0
9f35bd3ea49acb8a372fb72a5829d68bf69bb857,[Bugzilla/Bug.pm],1,1,1,0.0,1,0
0d64317fa6e1716b40fa2c787810775449c09d09,[Bugzilla/WebService/User.pm],1,1,1,0.0,1,0
4f4af2684355943d01bf2ffe93a1d852fdaf01e1,"[Bugzilla/WebService/Constants.pm, Bugzilla/WebService/User.pm]",1,1,2,0.5916727785823274,1,0
569e25c31647d6eedb0c2481c0d69b73c1af091b,[Bugzilla/Bug.pm],1,1,1,0.0,1,0
b025c179f3da5425a9ea8a3245470ac39af31224,[Bugzilla/Bug.pm],1,1,1,0.0,1,0
7f0ba708827dec5bb77222405009f1771e43655a,"[Bugzilla/Bug.pm, Bugzilla/Constants.pm, Bugzilla/Product.pm, Bugzilla/Series.pm, editproducts.cgi, process_bug.cgi, template/en/default/admin/products/confirm-delete.html.tmpl, template/en/default/admin/products/create.html.tmpl, template/en/default/admin/products/edit.html.tmpl, template/en/default/admin/products/footer.html.tmpl, template/en/default/admin/products/list.html.tmpl, template/en/default/admin/products/updated.html.tmpl, template/en/default/filterexceptions.pl, template/en/default/global/messages.html.tmpl, template/en/default/global/user-error.html.tmpl]",3,5,15,2.0295753872107754,1,0
9e53d3850a01a4413108a289f4a7f9f767dd23f2,"[Bugzilla/Auth/Login/CGI.pm, Bugzilla/CGI.pm, Bugzilla/Util.pm, Bugzilla/WebService.pm, index.cgi, token.cgi, xmlrpc.cgi]",2,3,7,2.476715839230195,1,0
2d757e02154a92e425b30a863b4bd24784eba7c1,[Bugzilla/Bug.pm],1,1,1,0.0,1,0
949984314ceb7f076ed991c2648585a91df7fdeb,[Bugzilla/CGI.pm],1,1,1,0.0,1,0
8cf4ef03913d7866655f40eab3dff80f1559ac5b,[Bugzilla/DB/Schema/Oracle.pm],1,1,1,0.0,1,0
4fc0f4b92290a7fbf9b4340e9dd37c2626f524ea,"[images/favicon.ico, template/en/default/global/header.html.tmpl]",2,2,2,0.0,1,0
f33f48241e0a32e62fbaab4267b0eb585d9b0b9f,"[Bugzilla/Auth/Login/CGI.pm, Bugzilla/CGI.pm, Bugzilla/Util.pm, Bugzilla/WebService.pm, index.cgi, token.cgi, xmlrpc.cgi]",2,3,7,2.476715839230195,1,0
e3ea5c39b74fcd0f759dae2c1242dcfc4cb7c2c4,[Bugzilla/CGI.pm],1,1,1,0.0,1,0
ea8a7a5d2c62f2f1df259de01d88886376a17246,[Bugzilla/DB/Schema/Oracle.pm],1,1,1,0.0,1,0
0ca52520961e240b331116627fb1f869477afc6b,"[images/favicon.ico, template/en/default/global/header.html.tmpl]",2,2,2,0.0,1,0
6c62f841490783a42ffc837387cdf371c7ab12cb,"[Bugzilla/DB/Schema.pm, Bugzilla/Install/DB.pm]",1,2,2,0.9182958340544894,1,0
7186b6a246f5abcaa6ab4132d208e0427720282a,"[Bugzilla/DB/Oracle.pm, Bugzilla/DB/Schema/Oracle.pm]",1,2,2,0.5225593745369408,1,0
d165b7785df760352ce17d3677691c5be0b3b6c4,"[Bugzilla/DB/Oracle.pm, Bugzilla/DB/Schema/Oracle.pm]",1,2,2,0.5225593745369408,1,0
53e402187827020286b92eaaa980aed78c5a32cf,"[skins/standard/global.css, template/en/default/global/user-error.html.tmpl]",2,2,2,0.9709505944546687,1,0
4c3608f8015f2ff14d7f6cfd3ff7edc5f736fda2,[Bugzilla/Product.pm],1,1,1,0.0,1,0
73a4dd56109c4799fd1d4ac7ed56ff72a47279bb,"[Bugzilla/DB.pm, Bugzilla/DB/Mysql.pm, Bugzilla/DB/Oracle.pm, Bugzilla/DB/Pg.pm, buglist.cgi, skins/standard/buglist.css, template/en/default/list/list.html.tmpl]",4,5,7,2.31259344143592,1,0
3e312c05c91f95941b86eeaa557005ccb206bc3d,[template/en/default/pages/release-notes.html.tmpl],1,1,1,0.0,1,0
202409b6ef051db2b8243004ec711bbf7a9b8e79,[Bugzilla/BugMail.pm],1,1,1,0.0,1,0
78fd5ea42960091af4e0358f7b2f2aa32193516a,"[template/en/default/admin/params/query.html.tmpl, template/en/default/admin/sanitycheck/messages.html.tmpl, template/en/default/email/whine.txt.tmpl]",1,3,3,1.5,1,0
bba1224501069c9ceacf25ee3585777fe3844d5d,[Bugzilla/Bug.pm],1,1,1,0.0,1,0
d4913056dbbbbdb236b1cfb0924205e08ae11260,[Bugzilla/Product.pm],1,1,1,0.0,1,0
81e06b3c35fd6208e768dbf90b1dd70e04274947,[Bugzilla/BugMail.pm],1,1,1,0.0,1,0
70540fb131c58cf4fb012854759eef2d73528a30,"[Bugzilla/Auth/Login/Stack.pm, Bugzilla/Auth/Verify/Stack.pm, Bugzilla/Config.pm, Bugzilla/Config/Common.pm, Bugzilla/Hook.pm, editparams.cgi, extensions/example/code/auth-login_methods.pl, extensions/example/code/auth-verify_methods.pl, extensions/example/code/config-add_panels.pl, extensions/example/code/config-modify_panels.pl, extensions/example/lib/AuthLogin.pm, extensions/example/lib/AuthVerify.pm]",3,7,12,3.2756184491017915,1,0
3ca61bf7f2a691ba5e08a73f710ec47e8c149dba,"[skins/standard/global.css, template/en/default/global/user-error.html.tmpl]",2,2,2,0.9709505944546687,1,0
bea9199267de2fe96c3214f17b4119ae87dd6a26,[template/en/default/pages/release-notes.html.tmpl],1,1,1,0.0,1,0
97fbc63b124ac8bd218de02a3d576c033d35f8c8,[Bugzilla/DB/Mysql.pm],1,1,1,0.0,1,0
ac99ed7df8d80945ab7860dad022fb5d372ff02d,[Bugzilla/Product.pm],1,1,1,0.0,1,0
